VALVESIZE,FIGNO,LIFT,STMDIA,PITCH,LEAD,PACKLOAD,PORT DIA,HDWLDIA,VALFACT,MAX DP,VALMFG,WGT,Notes
3,1203,3,1.25,0.2,0.2,1000,2.25,,0.3,6170,25,,
4,1203,3.5,1.375,0.25,0.5,1500,2.875,,0.3,6170,25,,
5,1203,4.75,1.875,0.25,0.5,1500,3.62,,0.3,6170,25,,
14,1203,10.75,3.5,0.25,0.5,4000,9.5,,0.3,6170,25,,
24,1203,18,4.25,0.25,0.5,5000,16.25,,0.3,6170,25,,
2,1207,2.25,1,0.2,0.2,1000,1.5,,0.2,6170,25,,
2.5,1207,2.5,1.25,0.2,0.2,1000,1.875,,0.2,6170,25,,
3,1207,3,1.25,0.2,0.2,1000,2.25,,0.2,6170,25,,
5,1207,4.75,1.875,0.25,0.5,1500,3.62,,0.2,6170,25,,
6,1207,6,1.875,0.25,0.5,2500,4.37,,0.2,6170,25,,
10,1207,8.6,2.875,0.25,0.5,4000,7.25,,0.2,6170,25,,
12,1207,9.92,3.25,0.25,0.5,4000,8.622,,0.2,6170,25,,
18,1207,13.5,3.5,0.25,0.5,4000,12.25,,0.2,6170,25,,
24,1207,18,4.25,0.25,0.5,5000,16.25,,0.2,6170,25,,
2,1631,0.75,0.875,0.17,0.17,1000,2,,1.1,1480,25,,
2.5,1631,1,1,0.2,0.2,1000,2.5,,1.1,1480,25,,
3,1631,1.25,1.125,0.2,0.2,1500,3,,1.1,1480,25,,
4,1631,1.5,1.25,0.2,0.2,1500,4,,1.1,1480,25,,
6,1631,2.25,1.625,0.25,0.25,2500,6,,1.1,1480,25,,
8,1631,3,1.75,0.25,0.25,2500,7.87,,1.1,1480,25,,
10,1631,3.75,2,0.25,0.25,2500,9.75,,1.1,1480,25,,
12,1631,4.5,2.125,0.25,0.25,2500,11.75,,1.1,1480,25,,
14,1631,5,2.25,0.25,0.25,2500,12.87,,1.1,1480,25,,
2,1631Y,0.75,0.875,0.17,0.17,1000,2,,1.1,1480,25,,
2.5,1631Y,1,1,0.2,0.2,1000,2.5,,1.1,1480,25,,
3,1631Y,1.25,1.125,0.2,0.2,1500,3,,1.1,1480,25,,
4,1631Y,1.5,1.25,0.2,0.2,1500,4,,1.1,1480,25,,
6,1631Y,2.25,1.625,0.25,0.25,2500,6,,1.1,1480,25,,
8,1631Y,3,1.75,0.25,0.25,2500,7.87,,1.1,1480,25,,
10,1631Y,3.75,2,0.25,0.25,2500,9.75,,1.1,1480,25,,
12,1631Y,4.5,2.125,0.25,0.25,2500,11.75,,1.1,1480,25,,
14,1631Y,5,2.25,0.25,0.25,2500,12.87,,1.1,1480,25,,
2,1684,0.75,0.875,0.17,0.17,1000,2,,1.1,1480,25,,
2.5,1684,1,1,0.2,0.2,1000,2.5,,1.1,1480,25,,
3,1684,1.25,1.125,0.2,0.2,1500,3,,1.1,1480,25,,
4,1684,1.5,1.25,0.2,0.2,1500,4,,1.1,1480,25,,
6,1684,2.25,1.625,0.25,0.25,2500,6,,1.1,1480,25,,
8,1684,3,1.75,0.25,0.25,2500,7.87,,1.1,1480,25,,
10,1684,3.75,2,0.25,0.25,2500,9.75,,1.1,1480,25,,
12,1684,4.5,2.125,0.25,0.25,2500,11.75,,1.1,1480,25,,
14,1684,5,2.25,0.25,0.25,2500,12.87,36,1.1,1480,25,,
2,1684Y,0.75,0.875,0.17,0.17,1000,2,,1.1,1480,25,,
2.5,1684Y,1,1,0.2,0.2,1000,2.5,,1.1,1480,25,,
3,1684Y,1.25,1.125,0.2,0.2,1500,3,,1.1,1480,25,,
4,1684Y,1.5,1.25,0.2,0.2,1500,4,,1.1,1480,25,,
6,1684Y,2.25,1.625,0.25,0.25,2500,6,,1.1,1480,25,,
8,1684Y,3,1.75,0.25,0.25,2500,7.87,,1.1,1480,25,,
10,1684Y,3.75,2,0.25,0.25,2500,9.75,,1.1,1480,25,,
12,1684Y,4.5,2.125,0.25,0.25,2500,11.75,,1.1,1480,25,,
14,1684Y,5,2.25,0.25,0.25,2500,12.87,,1.1,1480,25,,
2,16033,0.75,0.875,0.17,0.17,1000,2,,1.1,1480,25,,
2.5,16033,1,1,0.2,0.2,1000,2.5,,1.1,1480,25,,
3,16033,1.25,1.125,0.2,0.2,1500,3,,1.1,1480,25,,
4,16033,1.5,1.25,0.2,0.2,1500,4,,1.1,1480,25,,
6,16033,2.25,1.625,0.25,0.25,2500,6,,1.1,1480,25,,
8,16033,3,1.75,0.25,0.25,2500,7.87,,1.1,1480,25,,
10,16033,3.75,2,0.25,0.25,2500,9.75,,1.1,1480,25,,
12,16033,4.5,2.125,0.25,0.25,2500,11.75,,1.1,1480,25,,
14,16033,5,2.25,0.25,0.25,2500,12.87,,1.1,1480,25,,
2,16033Y,0.75,0.875,0.17,0.17,1000,2,,1.1,1480,25,,
2.5,16033Y,1,1,0.2,0.2,1000,2.5,,1.1,1480,25,,
3,16033Y,1.25,1.125,0.2,0.2,1500,3,,1.1,1480,25,,
4,16033Y,1.5,1.25,0.2,0.2,1500,4,,1.1,1480,25,,
6,16033Y,2.25,1.625,0.25,0.25,2500,6,,1.1,1480,25,,
8,16033Y,3,1.75,0.25,0.25,2500,7.87,,1.1,1480,25,,
10,16033Y,3.75,2,0.25,0.25,2500,9.75,,1.1,1480,25,,
12,16033Y,4.5,2.125,0.25,0.25,2500,11.75,,1.1,1480,25,,
14,16033Y,5,2.25,0.25,0.25,2500,12.87,,1.1,1480,25,,
2,16086,0.75,0.875,0.17,0.17,1000,2,,1.1,1480,25,,
2.5,16086,1,1,0.2,0.2,1000,2.5,,1.1,1480,25,,
3,16086,1.25,1.125,0.2,0.2,1500,3,,1.1,1480,25,,
4,16086,1.5,1.25,0.2,0.2,1500,4,,1.1,1480,25,,
6,16086,2.25,1.625,0.25,0.25,2500,6,,1.1,1480,25,,
8,16086,3,1.75,0.25,0.25,2500,7.87,,1.1,1480,25,,
10,16086,3.75,2,0.25,0.25,2500,9.75,,1.1,1480,25,,
12,16086,4.5,2.125,0.25,0.25,2500,11.75,,1.1,1480,25,,
14,16086,5,2.25,0.25,0.25,2500,12.87,,1.1,1480,25,,
2,16086Y,0.75,0.875,0.17,0.17,1000,2,,1.1,1480,25,,
2.5,16086Y,1,1,0.2,0.2,1000,2.5,,1.1,1480,25,,
3,16086Y,1.25,1.125,0.2,0.2,1500,3,,1.1,1480,25,,
4,16086Y,1.5,1.25,0.2,0.2,1500,4,,1.1,1480,25,,
6,16086Y,2.25,1.625,0.25,0.25,2500,6,,1.1,1480,25,,
8,16086Y,3,1.75,0.25,0.25,2500,7.87,,1.1,1480,25,,
10,16086Y,3.75,2,0.25,0.25,2500,9.75,,1.1,1480,25,,
12,16086Y,4.5,2.125,0.25,0.25,2500,11.75,,1.1,1480,25,,
14,16086Y,5,2.25,0.25,0.25,2500,12.87,,1.1,1480,25,,
2,1931,0.75,1,0.2,0.2,1000,1.87,,1.1,2220,25,,
2.5,1931,0.875,1.125,0.2,0.2,1500,2.25,,1.1,2220,25,,
3,1931,1,1.25,0.2,0.2,1500,2.87,,1.1,2220,25,,
4,1931,1.5,1.375,0.25,0.25,1500,3.87,,1.1,2220,25,,
6,1931,2.25,1.75,0.25,0.25,2500,5.75,,1.1,2220,25,,
8,1931,2.875,2,0.25,0.25,2500,7.5,,1.1,2220,25,,
10,1931,3.625,2.25,0.25,0.25,2500,9.37,,1.1,2220,25,,
12,1931,4.25,3,0.25,0.25,2500,11.12,,1.1,2220,25,,
14,1931,4.625,2.5,0.25,0.25,2500,12.25,,1.1,2220,25,,
2,1931Y,0.75,1,0.2,0.2,1000,1.87,,1.1,2220,25,,
2.5,1931Y,0.875,1.125,0.2,0.2,1500,2.25,,1.1,2220,25,,
3,1931Y,1,1.25,0.2,0.2,1500,2.87,,1.1,2220,25,,
4,1931Y,1.5,1.375,0.25,0.25,1500,3.87,,1.1,2220,25,,
6,1931Y,2.25,1.75,0.25,0.25,2500,5.75,,1.1,2220,25,,
8,1931Y,2.875,2,0.25,0.25,2500,7.5,,1.1,2220,25,,
10,1931Y,3.625,2.25,0.25,0.25,2500,9.37,,1.1,2220,25,,
12,1931Y,4.25,3,0.25,0.25,2500,11.12,,1.1,2220,25,,
14,1931Y,4.625,2.5,0.25,0.25,2500,12.25,,1.1,2220,25,,
2,1984,0.75,1,0.2,0.2,1000,1.87,,1.1,2220,25,,
2.5,1984,0.875,1.125,0.2,0.2,1500,2.25,,1.1,2220,25,,
3,1984,1,1.25,0.2,0.2,1500,2.87,,1.1,2220,25,,
4,1984,1.5,1.375,0.25,0.25,1500,3.87,,1.1,2220,25,,
6,1984,2.25,1.75,0.25,0.25,2500,5.75,,1.1,2220,25,,
8,1984,2.875,2,0.25,0.25,2500,7.5,,1.1,2220,25,,
10,1984,3.625,2.25,0.25,0.25,2500,9.37,,1.1,2220,25,,
12,1984,4.25,3,0.25,0.25,2500,11.12,,1.1,2220,25,,
14,1984,4.625,2.5,0.25,0.25,2500,12.25,,1.1,2220,25,,
2,1984Y,0.75,1,0.2,0.2,1000,1.87,,1.1,2220,25,,
2.5,1984Y,0.875,1.125,0.2,0.2,1500,2.25,,1.1,2220,25,,
3,1984Y,1,1.25,0.2,0.2,1500,2.87,,1.1,2220,25,,
4,1984Y,1.5,1.375,0.25,0.25,1500,3.87,,1.1,2220,25,,
6,1984Y,2.25,1.75,0.25,0.25,2500,5.75,,1.1,2220,25,,
8,1984Y,2.875,2,0.25,0.25,2500,7.5,,1.1,2220,25,,
10,1984Y,3.625,2.25,0.25,0.25,2500,9.37,,1.1,2220,25,,
12,1984Y,4.25,3,0.25,0.25,2500,11.12,,1.1,2220,25,,
14,1984Y,4.625,2.5,0.25,0.25,2500,12.25,,1.1,2220,25,,
2,19033,0.75,1,0.2,0.2,1000,1.87,,1.1,2220,25,,
2.5,19033,0.875,1.125,0.2,0.2,1500,2.25,,1.1,2220,25,,
3,19033,1,1.25,0.2,0.2,1500,2.87,,1.1,2220,25,,
4,19033,1.5,1.375,0.25,0.25,1500,3.87,,1.1,2220,25,,
6,19033,2.25,1.75,0.25,0.25,2500,5.75,,1.1,2220,25,,
8,19033,2.875,2,0.25,0.25,2500,7.5,,1.1,2220,25,,
10,19033,3.625,2.25,0.25,0.25,2500,9.37,,1.1,2220,25,,
12,19033,4.25,3,0.25,0.25,2500,11.12,,1.1,2220,25,,
14,19033,4.625,2.5,0.25,0.25,2500,12.25,,1.1,2220,25,,
2,19033Y,0.75,1,0.2,0.2,1000,1.87,,1.1,2220,25,,
2.5,19033Y,0.875,1.125,0.2,0.2,1500,2.25,,1.1,2220,25,,
3,19033Y,1,1.25,0.2,0.2,1500,2.87,,1.1,2220,25,,
4,19033Y,1.5,1.375,0.25,0.25,1500,3.87,,1.1,2220,25,,
6,19033Y,2.25,1.75,0.25,0.25,2500,5.75,,1.1,2220,25,,
8,19033Y,2.875,2,0.25,0.25,2500,7.5,,1.1,2220,25,,
10,19033Y,3.625,2.25,0.25,0.25,2500,9.37,,1.1,2220,25,,
12,19033Y,4.25,3,0.25,0.25,2500,11.12,,1.1,2220,25,,
14,19033Y,4.625,2.5,0.25,0.25,2500,12.25,,1.1,2220,25,,
2,19086,0.75,1,0.2,0.2,1000,1.87,,1.1,2220,25,,
2.5,19086,0.875,1.125,0.2,0.2,1500,2.25,,1.1,2220,25,,
3,19086,1,1.25,0.2,0.2,1500,2.87,,1.1,2220,25,,
4,19086,1.5,1.375,0.25,0.25,1500,3.87,,1.1,2220,25,,
6,19086,2.25,1.75,0.25,0.25,2500,5.75,,1.1,2220,25,,
8,19086,2.875,2,0.25,0.25,2500,7.5,,1.1,2220,25,,
10,19086,3.625,2.25,0.25,0.25,2500,9.37,,1.1,2220,25,,
12,19086,4.25,3,0.25,0.25,2500,11.12,,1.1,2220,25,,
14,19086,4.625,2.5,0.25,0.25,2500,12.25,,1.1,2220,25,,
2,19086Y,0.75,1,0.2,0.2,1000,1.87,,1.1,2220,25,,
2.5,19086Y,0.875,1.125,0.2,0.2,1500,2.25,,1.1,2220,25,,
3,19086Y,1,1.25,0.2,0.2,1500,2.87,,1.1,2220,25,,
4,19086Y,1.5,1.375,0.25,0.25,1500,3.87,,1.1,2220,25,,
6,19086Y,2.25,1.75,0.25,0.25,2500,5.75,,1.1,2220,25,,
8,19086Y,2.875,2,0.25,0.25,2500,7.5,,1.1,2220,25,,
10,19086Y,3.625,2.25,0.25,0.25,2500,9.37,,1.1,2220,25,,
12,19086Y,4.25,3,0.25,0.25,2500,11.12,,1.1,2220,25,,
14,19086Y,4.625,2.5,0.25,0.25,2500,12.25,,1.1,2220,25,,
2,1131,0.75,1.125,0.2,0.2,1500,1.87,,1.1,3705,25,,
2.5,1131,0.875,1.25,0.2,0.2,1500,2.25,,1.1,3705,25,,
3,1131,1,1.375,0.25,0.25,1500,2.75,,1.1,3705,25,,
4,1131,1.5,1.5,0.25,0.25,1500,3.62,,1.1,3705,25,,
6,1131,2,2,0.25,0.25,2500,5.37,,1.1,3705,25,,
8,1131,2.625,2.25,0.25,0.25,2500,7,,1.1,3705,25,,
10,1131,3.375,2.625,0.25,0.25,4000,8.75,,1.1,3705,25,,
12,1131,4,2.875,0.25,0.25,4000,10.37,,1.1,3705,25,,
14,1131,4.25,3.125,0.25,0.25,4000,11.37,,1.1,3705,25,,
2,1131Y,0.75,1.125,0.2,0.2,1500,1.87,,1.1,3705,25,,
2.5,1131Y,0.875,1.25,0.2,0.2,1500,2.25,,1.1,3705,25,,
3,1131Y,1,1.375,0.25,0.25,1500,2.75,,1.1,3705,25,,
4,1131Y,1.5,1.5,0.25,0.25,1500,3.62,,1.1,3705,25,,
6,1131Y,2,2,0.25,0.25,2500,5.37,,1.1,3705,25,,
8,1131Y,2.625,2.25,0.25,0.25,2500,7,,1.1,3705,25,,
10,1131Y,3.375,2.625,0.25,0.25,4000,8.75,,1.1,3705,25,,
12,1131Y,4,2.875,0.25,0.25,4000,10.37,,1.1,3705,25,,
14,1131Y,4.25,3.125,0.25,0.25,4000,11.37,,1.1,3705,25,,
2,1184,0.75,1.125,0.2,0.2,1500,1.87,,1.1,3705,25,,
2.5,1184,0.875,1.25,0.2,0.2,1500,2.25,,1.1,3705,25,,
3,1184,1,1.375,0.25,0.25,1500,2.75,,1.1,3705,25,,
4,1184,1.5,1.5,0.25,0.25,1500,3.62,,1.1,3705,25,,
6,1184,2,2,0.25,0.25,2500,5.37,,1.1,3705,25,,
8,1184,2.625,2.25,0.25,0.25,2500,7,,1.1,3705,25,,
10,1184,3.375,2.625,0.25,0.25,4000,8.75,,1.1,3705,25,,
12,1184,4,3,0.25,0.25,4000,10.37,,1.1,3705,25,,
14,1184,4.25,3.125,0.25,0.25,4000,11.37,,1.1,3705,25,,
2,1184Y,0.75,1.125,0.2,0.2,1500,1.87,,1.1,3705,25,,
2.5,1184Y,0.875,1.25,0.2,0.2,1500,2.25,,1.1,3705,25,,
3,1184Y,1,1.375,0.25,0.25,1500,2.75,,1.1,3705,25,,
4,1184Y,1.5,1.5,0.25,0.25,1500,3.62,,1.1,3705,25,,
6,1184Y,2,2,0.25,0.25,2500,5.37,,1.1,3705,25,,
8,1184Y,2.625,2.5,0.25,0.25,2500,7,,1.1,3705,25,,
10,1184Y,3.375,2.75,0.25,0.25,4000,8.75,,1.1,3705,25,,
12,1184Y,4,3,0.25,0.25,4000,10.37,,1.1,3705,25,,
14,1184Y,4.25,3.125,0.25,0.25,4000,11.37,,1.1,3705,25,,
2,1133,0.75,1.125,0.2,0.2,1500,1.87,,1.1,3705,25,,
2.5,1133,0.875,1.25,0.2,0.2,1500,2.25,,1.1,3705,25,,
3,1133,1,1.375,0.25,0.25,1500,2.75,,1.1,3705,25,,
4,1133,1.5,1.5,0.25,0.25,1500,3.62,,1.1,3705,25,,
6,1133,2,2,0.25,0.25,2500,5.37,,1.1,3705,25,,
8,1133,2.625,2.25,0.25,0.25,2500,7,,1.1,3705,25,,
10,1133,3.375,2.625,0.25,0.25,4000,8.75,,1.1,3705,25,,
12,1133,4,2.875,0.25,0.25,4000,10.37,,1.1,3705,25,,
14,1133,4.25,3.125,0.25,0.25,4000,11.37,,1.1,3705,25,,
2,1133Y,0.75,1.125,0.2,0.2,1500,1.87,,1.1,3705,25,,
2.5,1133Y,0.875,1.25,0.2,0.2,1500,2.25,,1.1,3705,25,,
3,1133Y,1,1.375,0.25,0.25,1500,2.75,,1.1,3705,25,,
4,1133Y,1.5,1.5,0.25,0.25,1500,3.62,,1.1,3705,25,,
6,1133Y,2,2,0.25,0.25,2500,5.37,,1.1,3705,25,,
8,1133Y,2.625,2.25,0.25,0.25,2500,7,,1.1,3705,25,,
10,1133Y,3.375,2.625,0.25,0.25,4000,8.75,,1.1,3705,25,,
12,1133Y,4,2.875,0.25,0.25,4000,10.37,,1.1,3705,25,,
14,1133Y,4.25,3.125,0.25,0.25,4000,11.37,,1.1,3705,25,,
2,11386,0.75,1.125,0.2,0.2,1500,1.87,,1.1,3705,25,,
2.5,11386,0.875,1.25,0.2,0.2,1500,2.25,,1.1,3705,25,,
3,11386,1,1.375,0.25,0.25,1500,2.75,,1.1,3705,25,,
4,11386,1.5,1.5,0.25,0.25,1500,3.62,,1.1,3705,25,,
6,11386,2,2,0.25,0.25,2500,5.37,,1.1,3705,25,,
8,11386,2.625,2.25,0.25,0.25,2500,7,,1.1,3705,25,,
10,11386,3.375,2.625,0.25,0.25,4000,8.75,,1.1,3705,25,,
12,11386,4,2.875,0.25,0.25,4000,10.37,,1.1,3705,25,,
14,11386,4.25,3.125,0.25,0.25,4000,11.37,,1.1,3705,25,,
2,11386Y,0.75,1.125,0.2,0.2,1500,1.87,,1.1,3705,25,,
2.5,11386Y,0.875,1.25,0.2,0.2,1500,2.25,,1.1,3705,25,,
3,11386Y,1,1.375,0.25,0.25,1500,2.75,,1.1,3705,25,,
4,11386Y,1.5,1.5,0.25,0.25,1500,3.62,,1.1,3705,25,,
6,11386Y,2,2,0.25,0.25,2500,5.37,,1.1,3705,25,,
8,11386Y,2.625,2.25,0.25,0.25,2500,7,,1.1,3705,25,,
10,11386Y,3.375,2.625,0.25,0.25,4000,8.75,,1.1,3705,25,,
12,11386Y,4,2.875,0.25,0.25,4000,10.37,,1.1,3705,25,,
14,11386Y,4.25,3.125,0.25,0.25,4000,11.37,,1.1,3705,25,,
2,1231,0.625,1.5,0.25,0.2,1500,1.5,,1.1,6170,25,,
2.5,1231,0.75,1.625,0.25,0.2,2500,1.87,,1.1,6170,25,,
3,1231,0.875,1.75,0.25,0.25,2500,2.25,,1.1,6170,25,,
4,1231,1.125,2,0.25,0.25,2500,2.87,,1.1,6170,25,,
6,1231,1.75,2.5,0.25,0.25,2500,4.37,,1.1,6170,25,,
8,1231,2.25,3.5,0.5,0.5,4000,5.75,,1.1,6170,25,,
10,1231,2.75,3.5,0.25,0.25,4000,7.25,,1.1,6170,25,,
12,1231,3.25,3.75,0.25,0.25,4000,8.62,,1.1,6170,25,,
14,1231,3.625,4,0.5,0.5,4000,9.5,,1.1,6170,25,,
2,1231Y,0.625,1.5,0.25,0.2,1500,1.5,,1.1,6170,25,,
2.5,1231Y,0.75,1.625,0.25,0.2,2500,1.87,,1.1,6170,25,,
3,1231Y,0.875,1.75,0.25,0.2,2500,2.25,,1.1,6170,25,,
4,1231Y,1.125,2,0.25,0.25,2500,2.87,,1.1,6170,25,,
6,1231Y,1.75,2.5,0.25,0.25,2500,4.37,,1.1,6170,25,,
8,1231Y,2.25,3,0.25,0.25,4000,5.75,,1.1,6170,25,,
10,1231Y,2.75,3.5,0.25,0.25,4000,7.25,,1.1,6170,25,,
12,1231Y,3.25,3.75,0.25,0.25,4000,8.62,,1.1,6170,25,,
14,1231Y,3.625,4,0.5,0.5,4000,9.5,,1.1,6170,25,,
2,1284,0.625,1.5,0.25,0.2,1500,1.5,,1.1,6170,25,,
2.5,1284,0.75,1.625,0.25,0.2,2500,1.87,,1.1,6170,25,,
3,1284,0.875,1.75,0.25,0.2,2500,2.25,,1.1,6170,25,,
4,1284,1.125,2,0.25,0.25,2500,2.87,,1.1,6170,25,,
6,1284,1.75,2.5,0.25,0.25,2500,4.37,,1.1,6170,25,,
8,1284,2.25,3,0.25,0.25,4000,5.75,,1.1,6170,25,,
10,1284,2.75,3.5,0.25,0.25,4000,7.25,,1.1,6170,25,,
12,1284,3.25,3.75,0.25,0.25,4000,8.62,,1.1,6170,25,,
14,1284,3.625,4,0.5,0.5,4000,9.5,,1.1,6170,25,,
2,1284Y,0.625,1.5,0.25,0.2,1500,1.5,,1.1,6170,25,,
2.5,1284Y,0.75,1.625,0.25,0.2,2500,1.87,,1.1,6170,25,,
3,1284Y,0.875,1.75,0.25,0.2,2500,2.25,,1.1,6170,25,,
4,1284Y,1.125,2,0.25,0.25,2500,2.87,,1.1,6170,25,,
6,1284Y,1.75,2.5,0.25,0.25,2500,4.37,,1.1,6170,25,,
8,1284Y,2.25,3,0.25,0.25,4000,5.75,,1.1,6170,25,,
10,1284Y,2.75,3.5,0.25,0.25,4000,7.25,,1.1,6170,25,,
12,1284Y,3.25,3.75,0.25,0.25,4000,8.62,,1.1,6170,25,,
14,1284Y,3.625,4.5,0.5,0.5,4000,9.06,,1.1,6170,25,,
2,125033,0.625,1.5,0.25,0.2,1500,1.5,,1.1,6170,25,,
2.5,125033,0.75,1.625,0.25,0.2,2500,1.87,,1.1,6170,25,,
3,125033,0.875,1.75,0.25,0.25,2500,2.25,,1.1,6170,25,,
4,125033,1.125,2,0.25,0.25,2500,2.87,,1.1,6170,25,,
6,125033,1.75,2.5,0.25,0.25,2500,4.37,,1.1,6170,25,,
8,125033,2.25,3,0.25,0.25,4000,5.75,,1.1,6170,25,,
10,125033,2.75,3.5,0.25,0.25,4000,7.25,,1.1,6170,25,,
12,125033,3.25,3.75,0.25,0.25,4000,8.62,,1.1,6170,25,,
14,125033,3.625,4,0.5,0.5,4000,9.5,,1.1,6170,25,,
2,125033Y,0.625,1.5,0.25,0.2,1500,1.5,,1.1,6170,25,,
2.5,125033Y,0.75,1.625,0.25,0.2,2500,1.87,,1.1,6170,25,,
3,125033Y,0.875,1.75,0.25,0.2,2500,2.25,,1.1,6170,25,,
4,125033Y,1.125,2,0.25,0.25,2500,2.87,,1.1,6170,25,,
6,125033Y,1.75,2.5,0.25,0.25,2500,4.37,,1.1,6170,25,,
8,125033Y,2.25,3,0.25,0.25,4000,5.75,,1.1,6170,25,,
10,125033Y,2.75,3.5,0.25,0.25,4000,7.25,,1.1,6170,25,,
12,125033Y,3.25,3.75,0.25,0.25,4000,8.62,,1.1,6170,25,,
14,125033Y,3.625,4,0.5,0.5,4000,9.5,,1.1,6170,25,,
2,125086,0.625,1.5,0.25,0.2,1500,1.5,,1.1,6170,25,,
2.5,125086,0.75,1.625,0.25,0.2,2500,1.87,,1.1,6170,25,,
3,125086,0.875,1.75,0.25,0.2,2500,2.25,,1.1,6170,25,,
4,125086,1.125,2,0.25,0.25,2500,2.87,,1.1,6170,25,,
6,125086,1.75,2.5,0.25,0.25,2500,4.37,,1.1,6170,25,,
8,125086,2.25,3,0.25,0.25,4000,5.75,,1.1,6170,25,,
10,125086,2.75,3.5,0.25,0.25,4000,7.25,,1.1,6170,25,,
12,125086,3.25,3.75,0.25,0.25,4000,8.62,,1.1,6170,25,,
14,125086,3.625,4,0.5,0.5,4000,9.5,,1.1,6170,25,,
2,125086Y,0.625,1.5,0.25,0.2,1500,1.5,,1.1,6170,25,,
2.5,125086Y,0.75,1.625,0.25,0.2,2500,1.87,,1.1,6170,25,,
3,125086Y,0.875,1.75,0.25,0.2,2500,2.25,,1.1,6170,25,,
4,125086Y,1.125,2,0.25,0.25,2500,2.87,,1.1,6170,25,,
6,125086Y,1.75,2.5,0.25,0.25,2500,4.37,,1.1,6170,25,,
8,125086Y,2.25,3,0.25,0.25,4000,5.75,,1.1,6170,25,,
10,125086Y,2.75,3.5,0.25,0.25,4000,7.25,,1.1,6170,25,,
12,125086Y,3.25,3.75,0.25,0.25,4000,8.62,,1.1,6170,25,,
14,125086Y,3.625,4,0.5,0.5,4000,9.5,,1.1,6170,25,,
10,1407,8,3.625,0.25,0.5,4000,6.5,,0.2,11110,25,,
12,1403,9,3.75,0.25,0.5,4000,7.75,,0.3,11110,25,,
14,1403,10,4,0.25,0.5,4000,8.5,,0.3,11110,25,,
16,1403,11,4,0.25,0.5,5000,9.75,,0.3,11110,25,,
18,1403,13,4.25,0.5,1,5000,11,,0.3,11110,25,,
20,1403,14,4.5,0.5,1,5000,12,,0.3,11110,25,,
2,2467,2.25,0.8125,0.142285714,0.285714286,1000,2,,0.3,720,1,,
0.75,2456,1,0.5625,0.125,0.25,1000,0.75,,0.3,275,1,,
3,9003,3.5,1.125,0.2,0.4,1500,2.87,,0.3,2220,25,,
14,2456,14.1,1.625,0.25,0.5,2500,13.23,20,0.3,270,22,,
0.75,GL15,0.433070866,0.5,0.125,0.125,1000,0.511811,,1.1,3705,27,,
18,6007,17.75,2.5,0.25,0.5,2500,16.5,,0.2,1480,25,,
12,1531,4.8,1.75,0.25,0.25,2500,12,,1.1,285,17,,
10,9003,10.25,2.125,0.25,0.5,2500,9.37,,0.3,2220,25,,
4,3084,1.42,1.125,0.2,0.2,1500,3.94,,1.1,740,25,,
12,3031,3.5,2,0.25,0.25,2500,12,,1.1,740,17,,
26,1907,25,3.5,0.25,0.5,4000,23,,0.2,2220,25,,
28,1907,28,3.75,0.25,0.5,4000,25,,0.2,2220,25,,
26,1107,23,4,0.25,0.5,4000,21,,0.2,3705,25,,
16,9003,15.5,2.5,0.25,0.5,2500,14,,0.3,2220,25,,
4,6031,1.26,1.5,0.25,0.25,1500,4,,1.1,1480,18,,
64,6003,65,6,0.5,1,5000,61,,0.3,1480,99,,
40,6003,42,4.5,0.5,1,5000,39,,0.3,1480,99,,
36,6003,35,4.25,0.5,1,5000,32,,0.3,1480,99,,
32,6003,33,3.75,0.25,0.5,4000,29,,0.3,1480,99,,
28,3003,31,3,0.25,0.5,4000,27,,0.3,740,22,,
32,3003,34,3,0.25,0.5,4000,31,,0.3,740,22,,
40,3003,42,3.875,0.25,0.5,4000,39,,0.3,740,22,,
14,6031,5,3.875,0.25,0.25,4000,12.875,,1.1,1480,25,,
24,6007,23,3,0.25,0.5,4000,22,,0.2,1480,25,,
26,3003,26.34,2.75,0.25,0.5,4000,25,,0.3,740,22,,
16,1131,4.291,5.5,0.5,1,5000,13,,1.1,3705,17,,
16,1131,4.291,6,0.5,1,5000,13,,1.1,3705,30,,
16,1131,4.291,5,0.5,0.5,5000,13,,1.1,3705,22,,
6,3084,2.1875,1.375,0.25,0.25,1500,6,,1.1,740,25,,
30,1603,30,3.5,0.25,0.5,4000,27.37,,0.3,1480,25,,
14,1631Y,4.65,3.25,0.5,0.5,4000,12.87,,1.1,1480,25,,
16,1631Y,5.47,4.25,0.5,0.5,5000,14.75,,1.1,1480,25,,
18,1631Y,5.94,4.5,0.5,0.5,5000,16.5,,1.1,1480,25,,
20,1631Y,6.54,5.25,0.5,0.5,5000,18.25,,1.1,1480,25,,
6,1403,4,2.125,0.25,0.5,2500,2.875,,0.3,11110,25,,
6,1431,1.1,2.75,0.33333333,0.33333333,4000,3.25,,1.1,11110,30,,
10,3031,3,1.75,0.25,0.25,2500,10,,1.1,740,17,,
9,1103,6.75,1.75,0.2,0.4,2500,6.25,,0.3,3705,1,,
2,6031,1.614,0.875,0.166666667,0.166666667,1000,2,4.33,1.1,1480,25,,
4,1631,1.25,1.375,0.25,0.25,1500,3.94,17.75,1.1,1480,17,,
8,1203,6.75,2.375,0.25,0.5,1500,5.75,,0.3,6170,30,,
28,1503,29,2.5,0.25,0.5,2500,27.25,,0.3,285,22,,
